"HGNC" "ENST"
"UROS-002" "ENST00000368786.1"
"USB1-001" "ENST00000219281.3"
"USE1-004" "ENST00000263897.5"
"USF1-002" "ENST00000368020.1"
"USF2-013" "ENST00000222305.3"
"USMG5-001" "ENST00000369815.1"
"USO1-203" "ENST00000538159.1"
"USP1-001" "ENST00000339950.4"
"USP10-001" "ENST00000219473.7"
"USP11-201" "ENST00000218348.3"
"USP12-001" "ENST00000282344.6"
"USP13-001" "ENST00000263966.3"
"USP14-003" "ENST00000261601.6"
"USP15-002" "ENST00000280377.5"
"USP16-003" "ENST00000334352.4"
"USP18-001" "ENST00000215794.7"
"USP19-002" "ENST00000398892.3"
"USP20-002" "ENST00000358355.1"
"USP21-001" "ENST00000289865.8"
"USP24-001" "ENST00000294383.5"
"USP25-002" "ENST00000285679.6"
"USP28-001" "ENST00000003302.4"
"USP3-001" "ENST00000380324.3"
"USP30-001" "ENST00000257548.5"
"USP32-001" "ENST00000300896.4"
"USP33-001" "ENST00000370794.3"
"USP34-001" "ENST00000398571.2"
"USP35-001" "ENST00000529308.1"
"USP36-003" "ENST00000542802.2"
"USP37-004" "ENST00000454775.1"
"USP38-001" "ENST00000307017.4"
"USP39-001" "ENST00000409470.1"
"USP4-002" "ENST00000265560.4"
"USP40-201" "ENST00000450966.1"
"USP42-005" "ENST00000306177.5"
"USP45-003" "ENST00000327681.6"
"USP46-001" "ENST00000441222.2"
"USP47-002" "ENST00000527733.1"
"USP48-001" "ENST00000308271.9"
"USP49-007" "ENST00000394253.3"
"USP5-001" "ENST00000229268.8"
"USP51-001" "ENST00000500968.3"
"USP54-014" "ENST00000339859.4"
"USP6NL-201" "ENST00000277575.5"
"USP7-001" "ENST00000344836.4"
"USP8-003" "ENST00000307179.4"
"USP9X-001" "ENST00000378308.2"
"USPL1-001" "ENST00000255304.4"
"UTP11L-001" "ENST00000373014.4"
"UTP14A-002" "ENST00000394422.3"
"UTP14C-001" "ENST00000521776.1"
"UTP15-001" "ENST00000296792.4"
"UTP18-001" "ENST00000225298.7"
"UTP20-001" "ENST00000261637.4"
"UTP23-001" "ENST00000309822.2"
"UTP3-001" "ENST00000254803.2"
"UTP6-001" "ENST00000261708.4"
"UTRN-001" "ENST00000367545.3"
"UVRAG-001" "ENST00000356136.3"
"UVSSA-003" "ENST00000507531.1"
"UXS1-001" "ENST00000283148.7"
"UXT-001" "ENST00000333119.3"
"VAC14-001" "ENST00000261776.5"
"VAMP1-002" "ENST00000396308.3"
"VAMP2-003" "ENST00000488857.1"
"VAMP3-001" "ENST00000054666.6"
"VAMP4-004" "ENST00000236192.7"
"VAMP5-001" "ENST00000306384.4"
"VAMP7-002" "ENST00000286448.6"
"VAMP8-001" "ENST00000263864.5"
"VANGL1-201" "ENST00000355485.2"
"VAPA-001" "ENST00000400000.2"
"VAPB-001" "ENST00000475243.1"
"VARS-001" "ENST00000375663.3"
"VARS2-201" "ENST00000416670.2"
"VASH2-013" "ENST00000517399.1"
"VASP-001" "ENST00000245932.6"
"VAT1-001" "ENST00000355653.3"
"VAV1-002" "ENST00000304076.2"
"VAV2-003" "ENST00000406606.3"
"VBP1-001" "ENST00000286428.5"
"VCAM1-001" "ENST00000294728.2"
"VCAN-001" "ENST00000265077.3"
"VCL-201" "ENST00000211998.4"
"VCP-001" "ENST00000358901.6"
"VCPIP1-001" "ENST00000310421.4"
"VDAC1-003" "ENST00000395044.3"
"VDAC2-001" "ENST00000332211.6"
"VDAC3-201" "ENST00000392935.3"
"VDR-201" "ENST00000229022.3"
"VEGFA-018" "ENST00000523950.1"
"VEGFB-003" "ENST00000426086.2"
"VEZF1-005" "ENST00000258963.3"
"VEZT-001" "ENST00000436874.1"
"VGLL4-003" "ENST00000430365.2"
"VHL-001" "ENST00000256474.2"
"VILL-001" "ENST00000283713.6"
"VIM-201" "ENST00000544301.1"
"VIMP-002" "ENST00000526049.1"
"VIPAS39-003" "ENST00000557658.1"
"VKORC1-001" "ENST00000394975.2"
"VKORC1L1-001" "ENST00000360768.2"
"VLDLR-001" "ENST00000382100.2"
"VMA21-001" "ENST00000330374.6"
"VMP1-204" "ENST00000545362.1"
"VNN2-001" "ENST00000326499.6"
"VOPP1-001" "ENST00000285279.5"
"VPRBP-002" "ENST00000423656.1"
"VPREB3-001" "ENST00000248948.3"
"VPS13A-005" "ENST00000360280.3"
"VPS13B-002" "ENST00000358544.2"
"VPS13C-002" "ENST00000261517.5"
"VPS13D-001" "ENST00000358136.3"
"VPS16-001" "ENST00000380445.3"
"VPS18-001" "ENST00000220509.5"
"VPS25-001" "ENST00000253794.2"
"VPS26A-201" "ENST00000263559.6"
"VPS26B-001" "ENST00000281187.5"
"VPS28-201" "ENST00000292510.4"
"VPS29-001" "ENST00000549578.1"
"VPS33A-001" "ENST00000267199.3"
"VPS33B-001" "ENST00000333371.3"
"VPS35-001" "ENST00000299138.7"
"VPS36-001" "ENST00000378060.3"
"VPS37A-001" "ENST00000324849.4"
"VPS37B-001" "ENST00000267202.2"
"VPS37C-001" "ENST00000301765.5"
"VPS39-001" "ENST00000318006.5"
"VPS41-001" "ENST00000310301.4"
"VPS45-001" "ENST00000369130.3"
"VPS4A-002" "ENST00000254950.11"
"VPS4B-001" "ENST00000238497.5"
"VPS51-001" "ENST00000279281.3"
"VPS52-001" "ENST00000445902.2"
"VPS53-001" "ENST00000437048.2"
"VPS54-001" "ENST00000272322.4"
"VPS72-001" "ENST00000368892.4"
"VPS8-201" "ENST00000287546.4"
"VRK1-001" "ENST00000216639.3"
"VRK2-005" "ENST00000435505.2"
"VRK3-001" "ENST00000316763.3"
"VTA1-001" "ENST00000367630.3"
"VTI1A-001" "ENST00000393077.2"
"VTI1B-001" "ENST00000554659.1"
"VWA5A-202" "ENST00000392748.1"
"VWA8-005" "ENST00000379310.3"
"VWA9-008" "ENST00000313182.2"
"VWCE-001" "ENST00000335613.5"
"WAC-017" "ENST00000354911.4"
"WAPAL-202" "ENST00000298767.4"
"WARS-001" "ENST00000392882.2"
"WARS2-001" "ENST00000235521.4"
"WAS-007" "ENST00000376701.4"
"WASF2-001" "ENST00000430629.2"
"WASH4P-001" "ENST00000326592.9"
"WASH6P-012" "ENST00000359512.2"
"WASL-001" "ENST00000223023.4"
"WBP1-001" "ENST00000233615.2"
"WBP11-001" "ENST00000261167.2"
"WBP1L-001" "ENST00000369889.4"
"WBP2-201" "ENST00000254806.3"
"WBP4-001" "ENST00000379487.3"
"WBP5-001" "ENST00000372661.3"
"WBP7.1-001" "ENST00000222270.7"
"WBSCR16-001" "ENST00000329959.4"
"WBSCR22-001" "ENST00000265758.2"
"WDFY1-001" "ENST00000233055.4"
"WDFY2-001" "ENST00000298125.4"
"WDFY4-201" "ENST00000325239.5"
"WDHD1-001" "ENST00000360586.3"
"WDPCP-002" "ENST00000272321.7"
"WDR1-001" "ENST00000499869.2"
"WDR11-001" "ENST00000263461.5"
"WDR12-001" "ENST00000261015.3"
"WDR13-007" "ENST00000376729.5"
"WDR17-001" "ENST00000280190.4"
"WDR18-001" "ENST00000251289.4"
"WDR19-001" "ENST00000399820.3"
"WDR20-001" "ENST00000342702.3"
"WDR24-001" "ENST00000293883.4"
"WDR25-002" "ENST00000554998.1"
"WDR26-201" "ENST00000295024.6"
"WDR27-201" "ENST00000333572.6"
"WDR3-001" "ENST00000349139.4"
"WDR33-001" "ENST00000322313.4"
"WDR34-005" "ENST00000372715.2"
"WDR35-001" "ENST00000345530.3"
"WDR36-001" "ENST00000506538.2"
"WDR37-001" "ENST00000358220.1"
"WDR4-004" "ENST00000330317.2"
"WDR41-001" "ENST00000296679.4"
"WDR43-001" "ENST00000407426.3"
"WDR44-001" "ENST00000254029.3"
"WDR45-010" "ENST00000356463.3"
"WDR45L-001" "ENST00000392325.4"
"WDR46-001" "ENST00000374617.4"
"WDR47-001" "ENST00000369965.4"
"WDR48-001" "ENST00000302313.5"
"WDR5-201" "ENST00000425041.1"
"WDR53-001" "ENST00000332629.5"
"WDR54-001" "ENST00000348227.4"
"WDR55-001" "ENST00000358337.5"
"WDR59-001" "ENST00000262144.6"
"WDR5B-001" "ENST00000330689.4"
"WDR6-001" "ENST00000395474.3"
"WDR60-001" "ENST00000407559.3"
"WDR61-006" "ENST00000558311.1"
"WDR62-001" "ENST00000401500.2"
"WDR63-002" "ENST00000294664.6"
"WDR65-002" "ENST00000372492.4"
"WDR67-001" "ENST00000287380.1"
"WDR7-001" "ENST00000254442.3"
"WDR70-001" "ENST00000265107.4"
"WDR73-001" "ENST00000434634.2"
"WDR74-003" "ENST00000529106.1"
"WDR75-001" "ENST00000314761.4"
"WDR76-001" "ENST00000263795.6"
"WDR77-001" "ENST00000235090.5"
"WDR81-001" "ENST00000409644.1"
"WDR82-001" "ENST00000296490.3"
"WDR83-001" "ENST00000418543.3"
"WDR83OS-003" "ENST00000222190.5"
"WDR85-009" "ENST00000277540.2"
"WDR89-001" "ENST00000267522.3"
"WDR90-001" "ENST00000549091.1"
"WDR91-001" "ENST00000354475.4"
"WDR92-001" "ENST00000295121.6"
"WDSUB1-001" "ENST00000359774.4"
"WDTC1-201" "ENST00000319394.3"
"WDYHV1-001" "ENST00000287387.2"
"WEE1-001" "ENST00000450114.2"
"WFS1-001" "ENST00000226760.1"
"WHAMM-001" "ENST00000286760.4"
"WHSC1-201" "ENST00000382891.5"
"WHSC1L1-001" "ENST00000317025.7"
"WHSC2-201" "ENST00000411638.1"
"WIBG-003" "ENST00000398213.4"
"WIPF1-004" "ENST00000272746.5"
"WIPF2-001" "ENST00000323571.4"
"WIPI1-002" "ENST00000262139.5"
"WIPI2-002" "ENST00000401525.3"
"WIZ-201" "ENST00000389282.4"
"WNK1-202" "ENST00000530271.2"
"WNT10A-001" "ENST00000258411.3"
"WNT5B-007" "ENST00000537031.1"
"WRAP53-009" "ENST00000457584.2"
"WRAP73-001" "ENST00000270708.7"
"WRB-001" "ENST00000333781.5"
"WRN-001" "ENST00000298139.5"
"WRNIP1-001" "ENST00000380773.4"
"WSB1-001" "ENST00000262394.2"
"WSB2-006" "ENST00000535496.1"
"WTAP-001" "ENST00000358372.4"
"WWC3-001" "ENST00000380861.4"
"WWOX-005" "ENST00000566780.1"
"WWP1-001" "ENST00000517970.1"
"WWP2-001" "ENST00000359154.2"
"WWTR1-004" "ENST00000360632.3"
"XAB2-001" "ENST00000358368.4"
"XAF1-001" "ENST00000361842.3"
"XBP1-001" "ENST00000216037.6"
"XCL1-001" "ENST00000367818.3"
"XIAP-002" "ENST00000371199.3"
"XKR6-002" "ENST00000416569.2"
"XKR8-001" "ENST00000373884.5"
"XPA-001" "ENST00000375128.4"
"XPC-001" "ENST00000285021.7"
"XPNPEP1-202" "ENST00000369680.4"
"XPNPEP3-001" "ENST00000357137.4"
"XPO1-004" "ENST00000406957.1"
"XPO4-001" "ENST00000255305.6"
"XPO5-001" "ENST00000265351.7"
"XPO6-001" "ENST00000304658.5"
"XPO7-003" "ENST00000433566.3"
"XPOT-001" "ENST00000332707.5"
"XPR1-001" "ENST00000367590.4"
"XRCC1-001" "ENST00000262887.5"
"XRCC2-001" "ENST00000359321.1"
"XRCC3-003" "ENST00000553264.1"
"XRCC4-002" "ENST00000338635.6"
"XRCC5-001" "ENST00000392133.3"
"XRCC6-006" "ENST00000405878.1"
"XRCC6BP1-001" "ENST00000300145.3"
"XRN1-001" "ENST00000264951.4"
"XRN2-001" "ENST00000377191.3"
"XRRA1-001" "ENST00000340360.6"
"XXYLT1-001" "ENST00000310380.6"
"XYLB-001" "ENST00000207870.3"
"XYLT1-001" "ENST00000261381.6"
"XYLT2-001" "ENST00000017003.2"
"YAE1D1-001" "ENST00000223273.2"
"YAF2-001" "ENST00000534854.2"
"YARS-001" "ENST00000373477.4"
"YARS2-001" "ENST00000324868.8"
"YBEY-001" "ENST00000329319.3"
"YBX1-001" "ENST00000321358.7"
"YDJC-001" "ENST00000292778.6"
"YEATS2-001" "ENST00000421660.1"
"YEATS4-001" "ENST00000247843.2"
"YES1-003" "ENST00000314574.4"
"YIF1A-010" "ENST00000376904.5"
"YIF1B-001" "ENST00000339413.6"
"YIPF1-202" "ENST00000539954.1"
"YIPF2-001" "ENST00000253031.2"
"YIPF3-003" "ENST00000372422.2"
"YIPF4-001" "ENST00000238831.3"
"YIPF5-002" "ENST00000448443.2"
"YIPF6-001" "ENST00000462683.1"
"YKT6-001" "ENST00000223369.2"
"YLPM1.1-001" "ENST00000325680.7"
"YME1L1-004" "ENST00000376016.3"
"YOD1-002" "ENST00000315927.4"
"YPEL3-008" "ENST00000563788.1"
"YPEL5-001" "ENST00000261353.4"
"YRDC-001" "ENST00000373044.2"
"YTHDC1-001" "ENST00000344157.4"
"YTHDC2-001" "ENST00000161863.4"
"YTHDF1-001" "ENST00000370339.3"
"YTHDF2-202" "ENST00000542507.1"
"YWHAB-001" "ENST00000372839.3"
"YWHAE-001" "ENST00000264335.8"
"YWHAG-001" "ENST00000307630.3"
"YWHAH-001" "ENST00000248975.5"
"YWHAQ-002" "ENST00000381844.4"
"YWHAZ-002" "ENST00000353245.3"
"YY1-001" "ENST00000262238.4"
"YY1AP1-201" "ENST00000368339.5"
"ZADH2-001" "ENST00000322342.3"
"ZBED1-002" "ENST00000381218.3"
"ZBED4-001" "ENST00000216268.4"
"ZBED5-003" "ENST00000413761.2"
"ZBED6-001" "ENST00000550078.1"
"ZBP1-202" "ENST00000343535.4"
"ZBTB1-002" "ENST00000554015.1"
"ZBTB10-001" "ENST00000430430.1"
"ZBTB11-001" "ENST00000312938.4"
"ZBTB12-001" "ENST00000375527.2"
"ZBTB17-001" "ENST00000375743.4"
"ZBTB2-001" "ENST00000325144.4"
"ZBTB20-003" "ENST00000474710.1"
"ZBTB24-001" "ENST00000230122.3"
"ZBTB25-001" "ENST00000261683.2"
"ZBTB26-001" "ENST00000373656.3"
"ZBTB3-001" "ENST00000394807.3"
"ZBTB32-201" "ENST00000262630.3"
"ZBTB33-002" "ENST00000557385.1"
"ZBTB34-201" "ENST00000373452.2"
"ZBTB37-004" "ENST00000490000.1"
"ZBTB38-201" "ENST00000321464.5"
"ZBTB39-001" "ENST00000300101.2"
"ZBTB4-002" "ENST00000380599.4"
"ZBTB40-001" "ENST00000375647.4"
"ZBTB41-001" "ENST00000367405.3"
"ZBTB43-201" "ENST00000449886.1"
"ZBTB44-005" "ENST00000527478.1"
"ZBTB45-002" "ENST00000354590.3"
"ZBTB48-001" "ENST00000377674.4"
"ZBTB49-001" "ENST00000337872.4"
"ZBTB5-001" "ENST00000307750.4"
"ZBTB6-001" "ENST00000373659.3"
"ZBTB7A-001" "ENST00000322357.4"
"ZBTB7B-001" "ENST00000368426.3"
"ZBTB8OS-001" "ENST00000468695.1"
"ZBTB9-001" "ENST00000395064.2"
"ZC2HC1A-001" "ENST00000263849.3"
"ZC3H10-001" "ENST00000257940.2"
"ZC3H11A-004" "ENST00000332127.4"
"ZC3H12A-002" "ENST00000373082.1"
"ZC3H12C-003" "ENST00000528673.1"
"ZC3H12D-201" "ENST00000389942.5"
"ZC3H13-001" "ENST00000242848.4"
"ZC3H14-001" "ENST00000251038.5"
"ZC3H15-001" "ENST00000337859.6"
"ZC3H18-001" "ENST00000301011.5"
"ZC3H3-001" "ENST00000262577.5"
"ZC3H4-001" "ENST00000253048.5"
"ZC3H6-001" "ENST00000409871.1"
"ZC3H7A-003" "ENST00000396516.2"
"ZC3H7B-201" "ENST00000351589.4"
"ZC3H8-001" "ENST00000409573.1"
"ZC3HAV1-002" "ENST00000464606.1"
"ZC3HAV1L-001" "ENST00000275766.1"
"ZC3HC1-001" "ENST00000358303.4"
"ZC4H2-001" "ENST00000374839.3"
"ZCCHC10-004" "ENST00000509437.1"
"ZCCHC11-005" "ENST00000257177.4"
"ZCCHC17-002" "ENST00000373714.1"
"ZCCHC2-005" "ENST00000269499.5"
"ZCCHC3-001" "ENST00000382352.3"
"ZCCHC4-001" "ENST00000302874.4"
"ZCCHC6-001" "ENST00000375963.3"
"ZCCHC7-003" "ENST00000336755.5"
"ZCCHC8-201" "ENST00000336229.4"
"ZCCHC9-003" "ENST00000380199.5"
"ZCRB1-001" "ENST00000266529.3"
"ZCWPW1-001" "ENST00000398027.2"
"ZDBF2-001" "ENST00000374423.3"
"ZDHHC12-004" "ENST00000372663.4"
"ZDHHC13-001" "ENST00000446113.2"
"ZDHHC16-003" "ENST00000370854.3"
"ZDHHC17-201" "ENST00000334822.5"
"ZDHHC18-001" "ENST00000374142.3"
"ZDHHC2-001" "ENST00000262096.8"
"ZDHHC20-001" "ENST00000400590.3"
"ZDHHC21-001" "ENST00000380916.3"
"ZDHHC24-001" "ENST00000310442.3"
"ZDHHC3-002" "ENST00000424952.2"
"ZDHHC4-002" "ENST00000405731.3"
"ZDHHC5-001" "ENST00000287169.3"
"ZDHHC6-001" "ENST00000369405.3"
"ZDHHC7-001" "ENST00000313732.4"
"ZDHHC8-001" "ENST00000334554.7"
"ZDHHC9-001" "ENST00000357166.6"
"ZEB1-201" "ENST00000361642.5"
"ZER1-001" "ENST00000291900.2"
"ZFAND1-001" "ENST00000220669.5"
"ZFAND2A-001" "ENST00000316495.3"
"ZFAND2B-009" "ENST00000409336.1"
"ZFAND3-001" "ENST00000287218.4"
"ZFAND4-002" "ENST00000344646.5"
"ZFAND5-001" "ENST00000376960.4"
"ZFAND6-004" "ENST00000558494.1"
"ZFAT-001" "ENST00000377838.3"
"ZFC3H1-001" "ENST00000378743.3"
"ZFHX2-001" "ENST00000419474.2"
"ZFHX3-001" "ENST00000268489.5"
"ZFP1-006" "ENST00000570010.1"
"ZFP106-001" "ENST00000263805.4"
"ZFP161-002" "ENST00000400143.3"
"ZFP3-001" "ENST00000318833.3"
"ZFP30-201" "ENST00000392144.1"
"ZFP36-201" "ENST00000248673.3"
"ZFP36L1-001" "ENST00000439696.2"
"ZFP36L2-001" "ENST00000282388.3"
"ZFP37-002" "ENST00000553380.1"
"ZFP62-002" "ENST00000502412.1"
"ZFP64-002" "ENST00000361387.2"
"ZFP82-201" "ENST00000392171.1"
"ZFP90-001" "ENST00000570495.1"
"ZFP91-003" "ENST00000316059.6"
"ZFPL1-001" "ENST00000294258.3"
"ZFPM1-001" "ENST00000319555.2"
"ZFR-001" "ENST00000265069.8"
"ZFX-002" "ENST00000304543.5"
"ZFYVE1-001" "ENST00000556143.1"
"ZFYVE16-005" "ENST00000510158.1"
"ZFYVE19-001" "ENST00000355341.4"
"ZFYVE20-001" "ENST00000253699.3"
"ZFYVE21-001" "ENST00000216602.6"
"ZFYVE26-001" "ENST00000347230.4"
"ZFYVE27-202" "ENST00000356257.4"
"ZFYVE9-201" "ENST00000287727.3"
"ZGPAT-003" "ENST00000369967.3"
"ZHX1-201" "ENST00000297857.2"
"ZHX2-001" "ENST00000314393.4"
"ZHX3-001" "ENST00000560361.1"
"ZKSCAN1-001" "ENST00000324306.6"
"ZKSCAN2-001" "ENST00000328086.7"
"ZKSCAN3-001" "ENST00000377255.1"
"ZKSCAN4-001" "ENST00000377294.2"
"ZKSCAN5-004" "ENST00000451158.1"
"ZMAT2-001" "ENST00000274712.2"
"ZMAT3-001" "ENST00000311417.2"
"ZMAT5-001" "ENST00000344318.3"
"ZMIZ1-001" "ENST00000334512.5"
"ZMIZ2-201" "ENST00000441627.1"
"ZMPSTE24-001" "ENST00000372759.3"
"ZMYM1-001" "ENST00000373330.1"
"ZMYM2-003" "ENST00000382874.1"
"ZMYM3-005" "ENST00000373988.1"
"ZMYM4-001" "ENST00000314607.6"
"ZMYM5-201" "ENST00000337963.4"
"ZMYM6-001" "ENST00000357182.4"
"ZMYM6NB-001" "ENST00000373337.3"
"ZMYND19-001" "ENST00000298585.2"
"ZMYND8-014" "ENST00000471951.2"
"ZNF10-001" "ENST00000248211.6"
"ZNF100-001" "ENST00000358296.6"
"ZNF107-201" "ENST00000423627.1"
"ZNF121-201" "ENST00000320451.5"
"ZNF124-004" "ENST00000340684.6"
"ZNF131-009" "ENST00000509156.1"
"ZNF132-001" "ENST00000254166.3"
"ZNF133-201" "ENST00000396026.3"
"ZNF136-001" "ENST00000343979.4"
"ZNF138-001" "ENST00000307355.7"
"ZNF14-001" "ENST00000344099.3"
"ZNF140-001" "ENST00000355557.2"
"ZNF141-001" "ENST00000240499.7"
"ZNF142-001" "ENST00000449707.1"
"ZNF143-001" "ENST00000396602.2"
"ZNF146-201" "ENST00000456324.1"
"ZNF148-004" "ENST00000484491.1"
"ZNF155-002" "ENST00000407951.2"
"ZNF16-001" "ENST00000394909.2"
"ZNF160-202" "ENST00000429604.1"
"ZNF165-001" "ENST00000377325.1"
"ZNF167-004" "ENST00000426540.1"
"ZNF169-003" "ENST00000395395.2"
"ZNF17-002" "ENST00000307658.7"
"ZNF174-001" "ENST00000268655.4"
"ZNF175-001" "ENST00000262259.2"
"ZNF18-004" "ENST00000454073.3"
"ZNF180-001" "ENST00000221327.4"
"ZNF181-001" "ENST00000392232.3"
"ZNF182-201" "ENST00000305127.6"
"ZNF184-201" "ENST00000211936.6"
"ZNF189-001" "ENST00000339664.2"
"ZNF19-001" "ENST00000288177.5"
"ZNF192-001" "ENST00000330236.5"
"ZNF193-001" "ENST00000252207.5"
"ZNF195-001" "ENST00000399602.4"
"ZNF197-006" "ENST00000344387.4"
"ZNF2-001" "ENST00000340539.5"
"ZNF200-001" "ENST00000414144.2"
"ZNF202-002" "ENST00000530393.1"
"ZNF207-011" "ENST00000394679.5"
"ZNF211-005" "ENST00000299871.5"
"ZNF212-001" "ENST00000335870.2"
"ZNF215-002" "ENST00000278319.5"
"ZNF217-001" "ENST00000371471.2"
"ZNF22-001" "ENST00000298299.3"
"ZNF221-002" "ENST00000251269.5"
"ZNF222-001" "ENST00000391960.3"
"ZNF223-001" "ENST00000434772.2"
"ZNF224-001" "ENST00000336976.6"
"ZNF225-001" "ENST00000262894.6"
"ZNF226-201" "ENST00000337433.5"
"ZNF227-001" "ENST00000313040.7"
"ZNF23-001" "ENST00000393539.2"
"ZNF230-001" "ENST00000429154.2"
"ZNF232-001" "ENST00000250076.3"
"ZNF234-001" "ENST00000426739.2"
"ZNF235-001" "ENST00000291182.4"
"ZNF236-001" "ENST00000253159.8"
"ZNF238-001" "ENST00000358704.4"
"ZNF24-001" "ENST00000261332.6"
"ZNF248-004" "ENST00000395867.3"
"ZNF250-001" "ENST00000292579.7"
"ZNF251-001" "ENST00000292562.7"
"ZNF253-002" "ENST00000355650.4"
"ZNF254-001" "ENST00000357002.4"
"ZNF256-001" "ENST00000282308.3"
"ZNF259-001" "ENST00000227322.3"
"ZNF26-001" "ENST00000328654.5"
"ZNF260-001" "ENST00000523638.1"
"ZNF263-001" "ENST00000219069.5"
"ZNF264-201" "ENST00000536056.1"
"ZNF266-201" "ENST00000361151.1"
"ZNF267-001" "ENST00000300870.10"
"ZNF268-002" "ENST00000228289.5"
"ZNF273-001" "ENST00000476120.1"
"ZNF274-201" "ENST00000326804.4"
"ZNF275-202" "ENST00000440091.1"
"ZNF276-004" "ENST00000443381.2"
"ZNF277-001" "ENST00000361822.3"
"ZNF28-001" "ENST00000457749.2"
"ZNF280C-001" "ENST00000370978.4"
"ZNF280D-003" "ENST00000267807.7"
"ZNF281-002" "ENST00000367353.1"
"ZNF282-001" "ENST00000262085.3"
"ZNF283-001" "ENST00000324461.7"
"ZNF284-001" "ENST00000421176.3"
"ZNF287-001" "ENST00000395825.3"
"ZNF292-005" "ENST00000369577.3"
"ZNF295-001" "ENST00000398499.1"
"ZNF296-001" "ENST00000303809.2"
"ZNF3-001" "ENST00000299667.4"
"ZNF30-202" "ENST00000439785.1"
"ZNF302-004" "ENST00000446502.2"
"ZNF304-001" "ENST00000443917.2"
"ZNF317-001" "ENST00000247956.6"
"ZNF318-001" "ENST00000361428.2"
"ZNF319-001" "ENST00000299237.2"
"ZNF320-201" "ENST00000391781.2"
"ZNF322-003" "ENST00000471278.1"
"ZNF323-001" "ENST00000439158.1"
"ZNF324-002" "ENST00000196482.3"
"ZNF326-001" "ENST00000340281.4"
"ZNF329-002" "ENST00000500161.2"
"ZNF330-001" "ENST00000262990.4"
"ZNF331-001" "ENST00000511154.1"
"ZNF333-001" "ENST00000292530.6"
"ZNF334-001" "ENST00000347606.4"
"ZNF335-001" "ENST00000322927.2"
"ZNF337-002" "ENST00000252979.5"
"ZNF33A-203" "ENST00000432900.2"
"ZNF33B-007" "ENST00000359467.2"
"ZNF34-006" "ENST00000343459.4"
"ZNF341-201" "ENST00000375200.1"
"ZNF343-002" "ENST00000278772.4"
"ZNF346-005" "ENST00000511834.1"
"ZNF347-201" "ENST00000452676.2"
"ZNF35-001" "ENST00000396056.2"
"ZNF350-001" "ENST00000243644.4"
"ZNF354A-001" "ENST00000335815.2"
"ZNF367-001" "ENST00000375256.4"
"ZNF37A-201" "ENST00000351773.3"
"ZNF382-001" "ENST00000292928.2"
"ZNF383-001" "ENST00000352998.3"
"ZNF384-001" "ENST00000396801.3"
"ZNF385A-001" "ENST00000338010.5"
"ZNF394-001" "ENST00000337673.6"
"ZNF397-001" "ENST00000330501.7"
"ZNF398-003" "ENST00000475153.1"
"ZNF407-001" "ENST00000299687.5"
"ZNF408-001" "ENST00000311764.2"
"ZNF41-201" "ENST00000397050.2"
"ZNF410-001" "ENST00000555044.1"
"ZNF414-001" "ENST00000393927.4"
"ZNF416-001" "ENST00000196489.3"
"ZNF417-002" "ENST00000312026.5"
"ZNF419-202" "ENST00000424930.1"
"ZNF420-001" "ENST00000337995.3"
"ZNF426-001" "ENST00000253115.2"
"ZNF428-001" "ENST00000300811.3"
"ZNF429-003" "ENST00000358491.4"
"ZNF43-001" "ENST00000354959.4"
"ZNF430-001" "ENST00000261560.5"
"ZNF431-001" "ENST00000311048.7"
"ZNF432-001" "ENST00000221315.5"
"ZNF433-005" "ENST00000344980.6"
"ZNF434-002" "ENST00000396852.4"
"ZNF436-003" "ENST00000374608.3"
"ZNF438-201" "ENST00000413025.1"
"ZNF439-002" "ENST00000304030.2"
"ZNF44-002" "ENST00000356109.5"
"ZNF440-001" "ENST00000304060.5"
"ZNF441-003" "ENST00000357901.4"
"ZNF442-001" "ENST00000242804.4"
"ZNF443-001" "ENST00000301547.5"
"ZNF444-001" "ENST00000337080.3"
"ZNF445-001" "ENST00000396077.2"
"ZNF446-004" "ENST00000335841.4"
"ZNF449-002" "ENST00000339249.4"
"ZNF45-001" "ENST00000269973.5"
"ZNF451-001" "ENST00000370706.4"
"ZNF460-001" "ENST00000360338.3"
"ZNF468-002" "ENST00000243639.4"
"ZNF473-001" "ENST00000391821.2"
"ZNF48-001" "ENST00000320159.2"
"ZNF480-007" "ENST00000468240.2"
"ZNF484-202" "ENST00000395506.3"
"ZNF485-001" "ENST00000361807.3"
"ZNF490-001" "ENST00000311437.6"
"ZNF493-002" "ENST00000392288.2"
"ZNF496-201" "ENST00000366498.2"
"ZNF498-001" "ENST00000394152.2"
"ZNF500-001" "ENST00000219478.6"
"ZNF506-001" "ENST00000540806.2"
"ZNF507-002" "ENST00000311921.3"
"ZNF510-201" "ENST00000223428.4"
"ZNF511-001" "ENST00000361518.5"
"ZNF512-001" "ENST00000355467.3"
"ZNF512B-001" "ENST00000369888.1"
"ZNF513-001" "ENST00000323703.6"
"ZNF516-201" "ENST00000443185.2"
"ZNF518B-001" "ENST00000326756.3"
"ZNF524-001" "ENST00000301073.3"
"ZNF525-002" "ENST00000474037.1"
"ZNF526-001" "ENST00000301215.3"
"ZNF527-002" "ENST00000356178.4"
"ZNF529-002" "ENST00000334116.7"
"ZNF530-001" "ENST00000332854.6"
"ZNF532-001" "ENST00000336078.4"
"ZNF543-001" "ENST00000321545.4"
"ZNF544-201" "ENST00000269829.4"
"ZNF546-001" "ENST00000347077.4"
