ID,ID,ID,ID,USE,USE,MAYBE USE,MAYBE USE,MAYBE USE,MAYBE USE,,,
ENSP00000309830,ENSG00000172809,ENST00000311111,,35342000,0.34,3.46,7.55,1514714.286,0.16,ENSP00000309830_ENSG00000172809_ENST00000311111;ENSP00000390279_ENSG00000172809_ENST00000439590;ENSP00000434243_ENSG00000172809_ENST00000533498;ENSP00000463312_ENSG00000172809_ENST00000584577;ENSP00000462837_ENSG00000172809_ENST00000534490,70,NaN
ENSP00000432897,ENSG00000172922,ENST00000527610,,265080,0.04,0.47,0.85,12878.54251,0.02,ENSP00000432897_ENSG00000172922_ENST00000527610;ENSP00000308193_ENSG00000172922_ENST00000308418,247,NaN
ENSP00000312262,ENSG00000173020,ENST00000308595,,1775600,0.01,0.21,0.28,95351.23367,0.01,ENSP00000312262_ENSG00000173020_ENST00000308595;ENSP00000317578_ENSG00000100077_ENST00000324198,689,NaN
ENSP00000438349,ENSG00000173113,ENST00000544844,,19712000,0.17,1.88,3.60,1103840,0.09,ENSP00000438349_ENSG00000173113_ENST00000544844;ENSP00000440437_ENSG00000173113_ENST00000539854;ENSP00000309433_ENSG00000173113_ENST00000308774;ENSP00000441279_ENSG00000173113_ENST00000535750,125,NaN
ENSP00000360401,ENSG00000173145,ENST00000371350,,756470,0.01,0.11,0.18,32150,0.00,ENSP00000360401_ENSG00000173145_ENST00000371350;ENSP00000360412_ENSG00000173145_ENST00000371361,800,NaN
ENSP00000308236,ENSG00000173163,ENST00000311832,,6481600,0.01,0.15,0.29,307021.0526,0.01,ENSP00000308236_ENSG00000173163_ENST00000311832;ENSP00000438961_ENSG00000173163_ENST00000538736;ENSP00000416997_ENSG00000173163_ENST00000445644,190,NaN
ENSP00000357360,ENSG00000173171,ENST00000368376,,3196700,0.02,0.40,0.66,171497.8541,0.01,ENSP00000357360_ENSG00000173171_ENST00000368376;ENSP00000317106_ENSG00000173171_ENST00000316721;ENSP00000476632_ENSG00000173171_ENST00000609421,466,NaN
ENSP00000237858,ENSG00000173221,ENST00000237858,,470110000,0.75,15.38,26.42,22175471.7,0.43,ENSP00000237858_ENSG00000173221_ENST00000237858;ENSP00000369314_ENSG00000173221_ENST00000379979;ENSP00000422708_ENSG00000173221_ENST00000508780;ENSP00000424636_ENSG00000173221_ENST00000512469;ENSP00000427353_ENSG00000173221_ENST00000505427,106,NaN
ENSP00000312671,ENSG00000173442,ENST00000309295,,49690,0.00,0.04,0.04,2414.313854,0.00,ENSP00000312671_ENSG00000173442_ENST00000309295;ENSP00000431996_ENSG00000173442_ENST00000533237;ENSP00000434693_ENSG00000173442_ENST00000533465,1523,NaN
ENSP00000310796,ENSG00000173451,ENST00000308086,,17378000,0.07,1.27,1.90,838421.0526,0.04,ENSP00000310796_ENSG00000173451_ENST00000308086;ENSP00000454911_ENSG00000258064_ENST00000548802,228,NaN
ENSP00000310117,ENSG00000173457,ENST00000309318,,82181000,0.19,3.34,7.20,3354353.741,0.09,ENSP00000310117_ENSG00000173457_ENST00000309318,147,147
ENSP00000312318,ENSG00000173465,ENST00000309328,,1023100,0.01,0.36,0.36,61698.49246,0.01,ENSP00000312318_ENSG00000173465_ENST00000309328;ENSP00000435432_ENSG00000173465_ENST00000533115;ENSP00000434381_ENSG00000173465_ENST00000531405;ENSP00000435982_ENSG00000173465_ENST00000526433;ENSP00000432938_ENSG00000173465_ENST00000527920,199,NaN
ENSP00000310935,ENSG00000173486,ENST00000309366,,9306000,0.06,0.93,1.40,458746.4789,0.04,ENSP00000310935_ENSG00000173486_ENST00000309366;ENSP00000378046_ENSG00000173486_ENST00000394540;ENSP00000398147_ENSG00000173486_ENST00000449942,142,NaN
ENSP00000309092,ENSG00000173540,ENST00000308375,,4330400,0.02,0.36,0.82,223793.2817,0.01,ENSP00000309092_ENSG00000173540_ENST00000308375;ENSP00000311130_ENSG00000173540_ENST00000308388;ENSP00000418565_ENSG00000173540_ENST00000480687,387,NaN
ENSP00000310042,ENSG00000173545,ENST00000308683,,388880,0.00,0.05,0.10,19566.45702,0.00,ENSP00000310042_ENSG00000173545_ENST00000308683,477,477
ENSP00000309565,ENSG00000173660,ENST00000311672,,116510000,0.24,2.80,7.69,7682087.912,0.09,ENSP00000309565_ENSG00000173660_ENST00000311672,91,91
ENSP00000368927,ENSG00000173674,ENST00000379607,,854150,0.04,0.52,1.05,41521.52778,0.02,ENSP00000368927_ENSG00000173674_ENST00000379607;ENSP00000354722_ENSG00000198692_ENST00000361365;ENSP00000372222_ENSG00000198692_ENST00000382772;ENSP00000368912_ENSG00000173674_ENST00000379593,144,NaN
ENSP00000309474,ENSG00000173692,ENST00000308696,,7762800,0.03,0.46,0.86,382843.6516,0.02,ENSP00000309474_ENSG00000173692_ENST00000308696;ENSP00000362738_ENSG00000173692_ENST00000373635;ENSP00000386932_ENSG00000173692_ENST00000409643,953,NaN
ENSP00000355566,ENSG00000173726,ENST00000366607,,12992000,0.08,1.27,3.49,447986.2069,0.03,ENSP00000355566_ENSG00000173726_ENST00000366607,145,145
ENSP00000293328,ENSG00000173757,ENST00000293328,,1090700,0.01,0.16,0.16,54050.82592,0.01,ENSP00000293328_ENSG00000173757_ENST00000293328,787,NaN
ENSP00000466321,ENSG00000173812,ENST00000591776,,69299000,0.14,1.90,2.93,3436280.992,0.09,ENSP00000466321_ENSG00000173812_ENST00000591776;ENSP00000419449_ENSG00000173812_ENST00000469257,121,NaN
ENSP00000425956,ENSG00000173821,ENST00000508628,,1762400,0.01,0.13,0.21,91875.95129,0.00,ENSP00000425956_ENSG00000173821_ENST00000508628;ENSP00000464087_ENSG00000173821_ENST00000582970,5256,NaN
ENSP00000311042,ENSG00000173876,ENST00000309812,,254670000,1.46,22.33,36.36,11471396.4,0.90,ENSP00000311042_ENSG00000173876_ENST00000309812;ENSP00000456206_ENSG00000261456_ENST00000568584;ENSP00000457610_ENSG00000261456_ENST00000564130;ENSP00000457062_ENSG00000261456_ENST00000568866;ENSP00000403895_ENSG00000173876_ENST00000447903,444,NaN
ENSP00000309166,ENSG00000173933,ENST00000310092,,9774500,0.03,0.56,0.89,483351.6484,0.02,ENSP00000309166_ENSG00000173933_ENST00000310092;ENSP00000386561_ENSG00000173933_ENST00000408993;ENSP00000386894_ENSG00000173933_ENST00000409406;ENSP00000425760_ENSG00000173933_ENST00000503028;ENSP00000388552_ENSG00000248643_ENST00000412278;ENSP00000425446_ENSG00000173933_ENST00000514361;ENSP00000422301_ENSG00000173933_ENST00000510173,364,NaN
ENSP00000312107,ENSG00000173960,ENST00000309033,,19174000,0.04,0.56,1.03,888378.3784,0.02,ENSP00000312107_ENSG00000173960_ENST00000309033;ENSP00000385525_ENSG00000173960_ENST00000404924;ENSP00000440533_ENSG00000173960_ENST00000535786,259,NaN
ENSP00000436318,ENSG00000173992,ENST00000533244,,6816500,0.04,1.09,1.56,323408.7591,0.03,ENSP00000436318_ENSG00000173992_ENST00000533244;ENSP00000307870_ENSG00000173992_ENST00000310190;ENSP00000436379_ENSG00000173992_ENST00000534763,274,NaN
ENSP00000304350,ENSG00000174231,ENST00000304992,,5031300,0.02,0.24,0.39,273653.1049,0.01,ENSP00000304350_ENSG00000174231_ENST00000304992;ENSP00000460348_ENSG00000174231_ENST00000572621,2335,NaN
ENSP00000310723,ENSG00000174243,ENST00000308025,,533090,0.00,0.12,0.12,28604.87805,0.00,ENSP00000310723_ENSG00000174243_ENST00000308025;ENSP00000448542_ENSG00000174243_ENST00000552802,820,NaN
ENSP00000440045,ENSG00000174437,ENST00000539276,,1428000,0.01,0.24,0.39,63042.22649,0.01,ENSP00000440045_ENSG00000174437_ENST00000539276;ENSP00000378872_ENSG00000174437_ENST00000395494;ENSP00000311186_ENSG00000174437_ENST00000308664;ENSP00000449454_ENSG00000174437_ENST00000548169,1042,NaN
ENSP00000311430,ENSG00000174444,ENST00000307961,,422410000,0.96,11.94,28.70,15828103.04,0.40,ENSP00000311430_ENSG00000174444_ENST00000307961;ENSP00000454281_ENSG00000174444_ENST00000568588,427,NaN
ENSP00000419485,ENSG00000174500,ENST00000484193,,64137000,0.51,10.40,16.79,3563166.667,0.32,ENSP00000419485_ENSG00000174500_ENST00000484193;ENSP00000309487_ENSG00000174500_ENST00000308910;ENSP00000420603_ENSG00000174500_ENST00000460387,180,NaN
ENSP00000308897,ENSG00000174547,ENST00000310999,,1456400,0.01,0.17,0.17,98609.375,0.01,ENSP00000308897_ENSG00000174547_ENST00000310999;ENSP00000329630_ENSG00000174547_ENST00000329819;ENSP00000436904_ENSG00000174547_ENST00000534488,192,NaN
ENSP00000309334,ENSG00000174748,ENST00000307839,,19967000,0.26,5.68,9.71,1076666.667,0.15,ENSP00000309334_ENSG00000174748_ENST00000307839;ENSP00000346867_ENSG00000174748_ENST00000354811;ENSP00000388529_ENSG00000174748_ENST00000415719;ENSP00000390193_ENSG00000174748_ENST00000435882;ENSP00000416692_ENSG00000174748_ENST00000413699;ENSP00000405590_ENSG00000174748_ENST00000434031;ENSP00000411176_ENSG00000174748_ENST00000412097;ENSP00000387925_ENSG00000174748_ENST00000422218;ENSP00000398788_ENSG00000174748_ENST00000456530,204,NaN
ENSP00000389160,ENSG00000174886,ENST00000418389,,1763600,0.01,0.22,0.43,92824.5614,0.00,ENSP00000389160_ENSG00000174886_ENST00000418389;ENSP00000466639_ENSG00000267740_ENST00000586349;ENSP00000467210_ENSG00000267740_ENST00000585661;ENSP00000311740_ENSG00000174886_ENST00000308961;ENSP00000465499_ENSG00000267740_ENST00000592091;ENSP00000467706_ENSG00000174886_ENST00000592634,228,NaN
ENSP00000310226,ENSG00000174903,ENST00000311481,,67206000,0.30,3.04,5.61,5015422.886,0.16,ENSP00000310226_ENSG00000174903_ENST00000311481;ENSP00000435195_ENSG00000174903_ENST00000527397,201,NaN
ENSP00000468723,ENSG00000174917,ENST00000587950,,10078000,0.02,0.41,0.61,431921.4286,0.01,ENSP00000468723_ENSG00000174917_ENST00000587950;ENSP00000309561_ENSG00000174917_ENST00000309324,140,NaN
ENSP00000362638,ENSG00000175130,ENST00000329421,,29181000,0.10,2.28,4.15,897846.1538,0.06,ENSP00000362638_ENSG00000175130_ENST00000329421,195,195
ENSP00000310129,ENSG00000175166,ENST00000310118,,8391300,0.03,0.64,0.86,452830.3965,0.02,ENSP00000310129_ENSG00000175166_ENST00000310118;ENSP00000416028_ENSG00000175166_ENST00000439383;ENSP00000402618_ENSG00000175166_ENST00000435761,908,NaN
ENSP00000408910,ENSG00000175203,ENST00000434715,,6845500,0.03,0.44,0.61,337216.7488,0.02,ENSP00000408910_ENSG00000175203_ENST00000434715;ENSP00000439376_ENSG00000175203_ENST00000543672;ENSP00000447824_ENSG00000175203_ENST00000548249;ENSP00000445601_ENSG00000175203_ENST00000537439;ENSP00000446964_ENSG00000175203_ENST00000550201;ENSP00000449855_ENSG00000175203_ENST00000550954;ENSP00000448937_ENSG00000175203_ENST00000546758,406,NaN
ENSP00000310491,ENSG00000175220,ENST00000311956,,2547600,0.03,0.44,0.82,156687.9271,0.02,ENSP00000310491_ENSG00000175220_ENST00000311956,439,NaN
ENSP00000310596,ENSG00000175324,ENST00000311351,,2357600,0.02,0.27,0.27,106360.9023,0.02,ENSP00000310596_ENSG00000175324_ENST00000311351;ENSP00000428307_ENSG00000175324_ENST00000523511;ENSP00000430021_ENSG00000175324_ENST00000520755,133,NaN
ENSP00000442283,ENSG00000175390,ENST00000537635,,20060000,0.10,2.14,3.53,862795.6989,0.06,ENSP00000442283_ENSG00000175390_ENST00000537635;ENSP00000310040_ENSG00000175390_ENST00000309828;ENSP00000431800_ENSG00000175390_ENST00000533626;ENSP00000396929_ENSG00000175390_ENST00000449102;ENSP00000434286_ENSG00000175390_ENST00000531572,372,NaN
ENSP00000309415,ENSG00000175416,ENST00000310418,,538490,0.00,0.16,0.16,21163.31878,0.00,ENSP00000309415_ENSG00000175416_ENST00000310418;ENSP00000310812_ENSG00000175416_ENST00000345807,229,NaN
ENSP00000399970,ENSG00000175470,ENST00000455566,,18426,0.00,0.08,0.08,873.2701422,0.00,ENSP00000399970_ENSG00000175470_ENST00000455566;ENSP00000469896_ENSG00000269277_ENST00000595776;ENSP00000406501_ENSG00000175470_ENST00000422256;ENSP00000470379_ENSG00000269277_ENST00000597594,422,NaN
ENSP00000384411,ENSG00000175768,ENST00000401811,,6477600,0.07,0.83,1.45,462683.6735,0.04,ENSP00000384411_ENSG00000175768_ENST00000401811;ENSP00000438204_ENSG00000175768_ENST00000544379;ENSP00000367004_ENSG00000175768_ENST00000377773;ENSP00000313584_ENSG00000175768_ENST00000321301,98,NaN
ENSP00000318297,ENSG00000175792,ENST00000322623,,14999000,0.04,0.58,0.80,723640.3509,0.03,ENSP00000318297_ENSG00000175792_ENST00000322623;ENSP00000417254_ENSG00000175792_ENST00000478892;ENSP00000393755_ENSG00000175792_ENST00000417360,456,NaN
ENSP00000318697,ENSG00000176014,ENST00000317702,,9202300,1.32,18.72,31.72,412668.1614,0.78,ENSP00000318697_ENSG00000176014_ENST00000317702;ENSP00000468777_ENSG00000176014_ENST00000590103,446,NaN
ENSP00000315791,ENSG00000176102,ENST00000323959,,978800,0.01,0.12,0.17,50510.46025,0.01,ENSP00000315791_ENSG00000176102_ENST00000323959;ENSP00000388711_ENSG00000176102_ENST00000438862;ENSP00000431903_ENSG00000176102_ENST00000524775;ENSP00000393064_ENSG00000176102_ENST00000431742,717,NaN
ENSP00000362600,ENSG00000176261,ENST00000373501,,4119600,0.01,0.16,0.16,151455.8824,0.01,ENSP00000362600_ENSG00000176261_ENST00000373501,136,136
ENSP00000295640,ENSG00000176393,ENST00000295640,,2892000,0.02,0.20,0.45,151272.3077,0.01,ENSP00000295640_ENSG00000176393_ENST00000295640;ENSP00000356255_ENSG00000176393_ENST00000367286;ENSP00000389602_ENSG00000176393_ENST00000447312,650,NaN
ENSP00000316114,ENSG00000176476,ENST00000317058,,100980000,0.03,0.72,0.82,5169283.276,0.02,ENSP00000316114_ENSG00000176476_ENST00000317058;ENSP00000455370_ENSG00000176476_ENST00000567564,293,NaN
ENSP00000449124,ENSG00000176593,ENST00000550135,,5712100,0.02,0.56,1.27,267760.4167,0.01,ENSP00000449124_ENSG00000176593_ENST00000550135,384,384
ENSP00000327054,ENSG00000176619,ENST00000325327,,3168000,0.03,0.43,0.56,189064.5161,0.02,ENSP00000327054_ENSG00000176619_ENST00000325327;ENSP00000462730_ENSG00000176619_ENST00000582871,620,NaN
ENSP00000385927,ENSG00000176623,ENST00000406452,,1062200,0.01,0.17,0.23,74423.56688,0.01,ENSP00000385927_ENSG00000176623_ENST00000406452;ENSP00000409661_ENSG00000176623_ENST00000430676;ENSP00000428661_ENSG00000176623_ENST00000519966;ENSP00000429899_ENSG00000176623_ENST00000523911;ENSP00000428897_ENSG00000176623_ENST00000519789;ENSP00000428360_ENSG00000176623_ENST00000520719;ENSP00000429287_ENSG00000176623_ENST00000517710;ENSP00000431032_ENSG00000176623_ENST00000519639;ENSP00000430790_ENSG00000176623_ENST00000522942,314,NaN
ENSP00000319281,ENSG00000176788,ENST00000322611,,21661000,0.05,0.63,1.26,1240528.634,0.03,ENSP00000319281_ENSG00000176788_ENST00000322611,227,227
ENSP00000321845,ENSG00000176986,ENST00000345254,,5353800,0.02,0.40,0.73,195749.543,0.01,ENSP00000321845_ENSG00000176986_ENST00000345254;ENSP00000343405_ENSG00000176986_ENST00000339365;ENSP00000437000_ENSG00000176986_ENST00000465076;ENSP00000402913_ENSG00000176986_ENST00000411652,1094,NaN
ENSP00000339467,ENSG00000177105,ENST00000351018,,123280000,0.21,3.65,6.34,7100000,0.12,ENSP00000339467_ENSG00000177105_ENST00000351018;ENSP00000380175_ENSG00000177105_ENST00000396978;ENSP00000380176_ENSG00000177105_ENST00000396979;ENSP00000436932_ENSG00000177105_ENST00000533217,191,NaN
ENSP00000321259,ENSG00000177156,ENST00000319006,,61193000,0.27,3.27,6.01,3086943.62,0.15,ENSP00000321259_ENSG00000177156_ENST00000319006;ENSP00000437098_ENSG00000177156_ENST00000528097,337,NaN
ENSP00000368884,ENSG00000177189,ENST00000379565,,336430,0.01,0.12,0.21,20004.05405,0.01,ENSP00000368884_ENSG00000177189_ENST00000379565,740,740
ENSP00000365837,ENSG00000177192,ENST00000376649,,35589,0.00,0.09,0.09,2333.700234,0.00,ENSP00000365837_ENSG00000177192_ENST00000376649;ENSP00000392451_ENSG00000177192_ENST00000443358;ENSP00000400032_ENSG00000177192_ENST00000440818;ENSP00000438948_ENSG00000177192_ENST00000542167;ENSP00000443969_ENSG00000177192_ENST00000535067,427,NaN
ENSP00000440179,ENSG00000177192,ENST00000537484,,2056500,0.01,0.09,0.09,143955,0.01,ENSP00000440179_ENSG00000177192_ENST00000537484;ENSP00000445819_ENSG00000177192_ENST00000544213;ENSP00000409705_ENSG00000177192_ENST00000456665,200,NaN
ENSP00000335614,ENSG00000177380,ENST00000334186,,13723,0.00,0.02,0.02,712.5711893,0.00,ENSP00000335614_ENSG00000177380_ENST00000334186;ENSP00000473622_ENSG00000177380_ENST00000602351,1194,NaN
ENSP00000328088,ENSG00000177425,ENST00000328827,,13379000,0.05,0.66,1.13,472205.8824,0.03,ENSP00000328088_ENSG00000177425_ENST00000328827;ENSP00000447454_ENSG00000177425_ENST00000548426;ENSP00000449928_ENSG00000177425_ENST00000552637,340,NaN
ENSP00000429366,ENSG00000177556,ENST00000521264,,53565000,0.22,2.07,3.32,2935068.493,0.14,ENSP00000429366_ENSG00000177556_ENST00000521264;ENSP00000316854_ENSG00000177556_ENST00000313115;ENSP00000429814_ENSG00000177556_ENST00000522710;ENSP00000430598_ENSG00000177556_ENST00000524142;ENSP00000429982_ENSG00000177556_ENST00000520382;ENSP00000430028_ENSG00000177556_ENST00000522314,73,NaN
ENSP00000322419,ENSG00000177600,ENST00000321153,,475110000,1.16,7.06,16.77,20656521.74,0.49,ENSP00000322419_ENSG00000177600_ENST00000321153;ENSP00000431240_ENSG00000177600_ENST00000530797,115,NaN
ENSP00000324573,ENSG00000177731,ENST00000327031,,2907300,0.01,0.23,0.40,144334.1214,0.01,ENSP00000324573_ENSG00000177731_ENST00000327031;ENSP00000463534_ENSG00000177731_ENST00000579294,1269,NaN
ENSP00000438536,ENSG00000177731,ENST00000545457,,367860,0.01,0.19,0.33,18786.65568,0.01,ENSP00000438536_ENSG00000177731_ENST00000545457;ENSP00000368763_ENSG00000177731_ENST00000379450,1214,NaN
ENSP00000316042,ENSG00000177733,ENST00000314940,,20782000,0.06,1.51,2.20,885770.4918,0.04,ENSP00000316042_ENSG00000177733_ENST00000314940,305,305
ENSP00000325369,ENSG00000177879,ENST00000316788,,2872700,0.02,0.38,0.76,133963.7306,0.01,ENSP00000325369_ENSG00000177879_ENST00000316788,193,193
ENSP00000339007,ENSG00000177885,ENST00000316804,,53564000,0.23,2.72,4.25,3455760.369,0.15,ENSP00000339007_ENSG00000177885_ENST00000316804;ENSP00000376345_ENSG00000177885_ENST00000392562;ENSP00000376347_ENSG00000177885_ENST00000392564;ENSP00000317360_ENSG00000177885_ENST00000316615;ENSP00000376346_ENSG00000177885_ENST00000392563;ENSP00000464279_ENSG00000177885_ENST00000578961;ENSP00000462785_ENSG00000177885_ENST00000582582,217,NaN
ENSP00000316176,ENSG00000177889,ENST00000318066,,303220000,0.66,5.70,11.30,19948684.21,0.34,ENSP00000316176_ENSG00000177889_ENST00000318066;ENSP00000449352_ENSG00000177889_ENST00000550657;ENSP00000448352_ENSG00000177889_ENST00000552442;ENSP00000450260_ENSG00000177889_ENST00000549833;ENSP00000447009_ENSG00000177889_ENST00000549490,152,NaN
ENSP00000357555,ENSG00000177954,ENST00000368567,,205740000,0.40,4.60,9.77,9797261.905,0.19,ENSP00000357555_ENSG00000177954_ENST00000368567;ENSP00000376341_ENSG00000177954_ENST00000392558,84,NaN
ENSP00000325941,ENSG00000177963,ENST00000325207,,142250,0.00,0.09,0.09,7946.741155,0.00,ENSP00000325941_ENSG00000177963_ENST00000325207;ENSP00000432008_ENSG00000177963_ENST00000526104;ENSP00000433968_ENSG00000177963_ENST00000530889;ENSP00000436610_ENSG00000177963_ENST00000528357;ENSP00000435167_ENSG00000177963_ENST00000526982,537,NaN
ENSP00000321584,ENSG00000178035,ENST00000326739,,44144000,0.13,1.68,3.51,1889435.798,0.06,ENSP00000321584_ENSG00000178035_ENST00000326739;ENSP00000393525_ENSG00000178035_ENST00000429182,514,NaN
ENSP00000323076,ENSG00000178057,ENST00000326925,,53644,0.01,0.13,0.26,2623.913043,0.01,ENSP00000323076_ENSG00000178057_ENST00000326925,184,184
ENSP00000382908,ENSG00000178127,ENST00000400033,,7524300,0.05,0.72,1.05,418015.873,0.04,ENSP00000382908_ENSG00000178127_ENST00000400033;ENSP00000327268_ENSG00000178127_ENST00000318388,252,NaN
ENSP00000323856,ENSG00000178209,ENST00000322810,,96130,0.00,0.02,0.04,5951.75064,0.00,ENSP00000323856_ENSG00000178209_ENST00000322810;ENSP00000455828_ENSG00000261109_ENST00000568193;ENSP00000388180_ENSG00000178209_ENST00000436759;ENSP00000455881_ENSG00000261109_ENST00000565268;ENSP00000434583_ENSG00000178209_ENST00000527096;ENSP00000454559_ENSG00000261109_ENST00000568204;ENSP00000350277_ENSG00000178209_ENST00000357649;ENSP00000457504_ENSG00000261109_ENST00000565557;ENSP00000344848_ENSG00000178209_ENST00000345136;ENSP00000346602_ENSG00000178209_ENST00000354589;ENSP00000454566_ENSG00000261109_ENST00000565080;ENSP00000456105_ENSG00000261109_ENST00000564962;ENSP00000348702_ENSG00000178209_ENST00000356346;ENSP00000456732_ENSG00000261109_ENST00000567302;ENSP00000347044_ENSG00000178209_ENST00000354958;ENSP00000455773_ENSG00000261109_ENST00000561919;ENSP00000381756_ENSG00000178209_ENST00000398774;ENSP00000454242_ENSG00000261109_ENST00000561589,4684,NaN
ENSP00000326858,ENSG00000178425,ENST00000319550,,17166000,0.06,0.97,1.69,943186.8132,0.03,ENSP00000326858_ENSG00000178425_ENST00000319550;ENSP00000393578_ENSG00000178425_ENST00000419791,455,NaN
ENSP00000326305,ENSG00000178537,ENST00000319017,,2049200,0.00,0.10,0.10,115737.5415,0.00,ENSP00000326305_ENSG00000178537_ENST00000319017;ENSP00000388986_ENSG00000178537_ENST00000430379;ENSP00000388563_ENSG00000178537_ENST00000440964,301,NaN
ENSP00000434776,ENSG00000178685,ENST00000525773,,195440,0.00,0.04,0.04,9235.101254,0.00,ENSP00000434776_ENSG00000178685_ENST00000525773;ENSP00000455001_ENSG00000261660_ENST00000562335;ENSP00000325618_ENSG00000178685_ENST00000313028;ENSP00000456537_ENSG00000261660_ENST00000568154;ENSP00000431620_ENSG00000178685_ENST00000524918;ENSP00000455743_ENSG00000261660_ENST00000565818;ENSP00000432733_ENSG00000178685_ENST00000527262;ENSP00000455657_ENSG00000261660_ENST00000565565,1037,NaN
