GO_TERM	FULL_NAME
GO:1901201	regulation of extracellular matrix assembly
GO:1901213	regulation of transcription from RNA polymerase II promoter involved in heart development
GO:1901214	regulation of neuron death
GO:1901215	negative regulation of neuron death
GO:1901216	positive regulation of neuron death
GO:1901219	regulation of cardiac chamber morphogenesis
GO:1901222	regulation of NIK/NF-kappaB cascade
GO:1901224	positive regulation of NIK/NF-kappaB cascade
GO:1901227	negative regulation of transcription from RNA polymerase II promoter involved in heart development
GO:1901228	positive regulation of transcription from RNA polymerase II promoter involved in heart development
GO:1901264	carbohydrate derivative transport
GO:1901265	nucleoside phosphate binding
GO:1901292	nucleoside phosphate catabolic process
GO:1901293	nucleoside phosphate biosynthetic process
GO:1901298	regulation of hydrogen peroxide-mediated programmed cell death
GO:1901300	positive regulation of hydrogen peroxide-mediated programmed cell death
GO:1901301	regulation of cargo loading into COPII-coated vesicle
GO:1901303	negative regulation of cargo loading into COPII-coated vesicle
GO:1901304	regulation of spermidine biosynthetic process
GO:1901307	positive regulation of spermidine biosynthetic process
GO:1901311	regulation of gene expression involved in extracellular matrix organization
GO:1901313	positive regulation of gene expression involved in extracellular matrix organization
GO:1901314	regulation of histone H2A K63-linked ubiquitination
GO:1901315	negative regulation of histone H2A K63-linked ubiquitination
GO:1901320	negative regulation of heart induction
GO:1901337	thioester transport
GO:1901339	regulation of store-operated calcium channel activity
GO:1901341	positive regulation of store-operated calcium channel activity
GO:1901342	regulation of vasculature development
GO:1901360	organic cyclic compound metabolic process
GO:1901361	organic cyclic compound catabolic process
GO:1901362	organic cyclic compound biosynthetic process
GO:1901363	heterocyclic compound binding
GO:1901373	lipid hydroperoxide transport
GO:1901379	regulation of potassium ion transmembrane transport
GO:1901380	negative regulation of potassium ion transmembrane transport
GO:1901385	regulation of voltage-gated calcium channel activity
GO:1901419	regulation of response to alcohol
GO:1901420	negative regulation of response to alcohol
GO:1901421	positive regulation of response to alcohol
GO:1901474	azole transmembrane transporter activity
GO:1901476	carbohydrate transporter activity
GO:1901503	ether biosynthetic process
GO:1901505	carbohydrate derivative transporter activity
GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus
GO:1901524	regulation of macromitophagy
GO:1901525	negative regulation of macromitophagy
GO:1901532	regulation of hematopoietic progenitor cell differentiation
GO:1901533	negative regulation of hematopoietic progenitor cell differentiation
GO:1901534	positive regulation of hematopoietic progenitor cell differentiation
GO:1901538	changes to DNA methylation involved in embryo development
GO:1901563	response to camptothecin
GO:1901564	organonitrogen compound metabolic process
GO:1901565	organonitrogen compound catabolic process
GO:1901566	organonitrogen compound biosynthetic process
GO:1901567	fatty acid derivative binding
GO:1901568	fatty acid derivative metabolic process
GO:1901570	fatty acid derivative biosynthetic process
GO:1901571	fatty acid derivative transport
GO:1901575	organic substance catabolic process
GO:1901576	organic substance biosynthetic process
GO:1901605	alpha-amino acid metabolic process
GO:1901606	alpha-amino acid catabolic process
GO:1901607	alpha-amino acid biosynthetic process
GO:1901611	phosphatidylglycerol binding
GO:1901612	cardiolipin binding
GO:1901615	organic hydroxy compound metabolic process
GO:1901616	organic hydroxy compound catabolic process
GO:1901617	organic hydroxy compound biosynthetic process
GO:1901618	organic hydroxy compound transmembrane transporter activity
GO:1901620	regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning
GO:1901621	negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning
GO:1901623	regulation of lymphocyte chemotaxis
GO:1901629	regulation of presynaptic membrane organization
GO:1901630	negative regulation of presynaptic membrane organization
GO:1901639	XDP catabolic process
GO:1901640	XTP binding
GO:1901641	ITP binding
GO:1901642	nucleoside transmembrane transport
GO:1901652	response to peptide
GO:1901653	cellular response to peptide
GO:1901654	response to ketone
GO:1901655	cellular response to ketone
GO:1901656	glycoside transport
GO:1901657	glycosyl compound metabolic process
GO:1901658	glycosyl compound catabolic process
GO:1901659	glycosyl compound biosynthetic process
GO:1901661	quinone metabolic process
GO:1901663	quinone biosynthetic process
GO:1901673	regulation of spindle assembly involved in mitosis
GO:1901674	regulation of histone H3-K27 acetylation
GO:1901675	negative regulation of histone H3-K27 acetylation
GO:1901677	phosphate transmembrane transporter activity
GO:1901678	iron coordination entity transport
GO:1901679	nucleotide transmembrane transport
GO:1901680	sulfur-containing amino acid secondary active transmembrane transporter activity
GO:1901681	sulfur compound binding
GO:1901682	sulfur compound transmembrane transporter activity
GO:1901685	glutathione derivative metabolic process
GO:1901687	glutathione derivative biosynthetic process
GO:1901698	response to nitrogen compound
GO:1901699	cellular response to nitrogen compound
GO:1901700	response to oxygen-containing compound
GO:1901701	cellular response to oxygen-containing compound
GO:1901722	regulation of cell proliferation involved in kidney development
GO:1901723	negative regulation of cell proliferation involved in kidney development
GO:1901724	positive regulation of cell proliferation involved in kidney development
GO:1901725	regulation of histone deacetylase activity
GO:1901727	positive regulation of histone deacetylase activity
GO:1901739	regulation of myoblast fusion
GO:1901740	negative regulation of myoblast fusion
GO:1901741	positive regulation of myoblast fusion
GO:1901796	regulation of signal transduction by p53 class mediator
GO:1901797	negative regulation of signal transduction by p53 class mediator
GO:1901798	positive regulation of signal transduction by p53 class mediator
GO:1901799	negative regulation of proteasomal protein catabolic process
GO:1901800	positive regulation of proteasomal protein catabolic process
GO:1901836	regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter
GO:1901838	positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter
GO:1901841	regulation of high voltage-gated calcium channel activity
GO:1901844	regulation of cell communication by electrical coupling involved in cardiac conduction
GO:1901856	negative regulation of cellular respiration
GO:1901858	regulation of mitochondrial DNA metabolic process
GO:1901860	positive regulation of mitochondrial DNA metabolic process
GO:1901861	regulation of muscle tissue development
GO:1901862	negative regulation of muscle tissue development
GO:1901863	positive regulation of muscle tissue development
GO:1901879	regulation of protein depolymerization
GO:1901880	negative regulation of protein depolymerization
GO:1901881	positive regulation of protein depolymerization
GO:1901888	regulation of cell junction assembly
GO:1901889	negative regulation of cell junction assembly
GO:1901890	positive regulation of cell junction assembly
GO:1901897	regulation of relaxation of cardiac muscle
GO:1901898	negative regulation of relaxation of cardiac muscle
GO:1901962	S-adenosyl-L-methionine transmembrane transport
GO:1901963	regulation of cell proliferation involved in outflow tract morphogenesis
GO:1901976	regulation of cell cycle checkpoint
GO:1901978	positive regulation of cell cycle checkpoint
GO:1901981	phosphatidylinositol phosphate binding
GO:1901983	regulation of protein acetylation
GO:1901984	negative regulation of protein acetylation
GO:1901985	positive regulation of protein acetylation
GO:1901987	regulation of cell cycle phase transition
GO:1901988	negative regulation of cell cycle phase transition
GO:1901989	positive regulation of cell cycle phase transition
GO:1901990	regulation of mitotic cell cycle phase transition
GO:1901991	negative regulation of mitotic cell cycle phase transition
GO:1901992	positive regulation of mitotic cell cycle phase transition
GO:1901998	toxin transport
GO:1902001	fatty acid transmembrane transport
GO:1902017	regulation of cilium assembly
GO:1902019	regulation of ciliary cell motility
GO:1902031	regulation of NADP metabolic process
GO:1902033	regulation of hematopoietic stem cell proliferation
GO:1902036	regulation of hematopoietic stem cell differentiation
GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors
GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors
GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors
GO:1902044	regulation of Fas signaling pathway
GO:1902083	negative regulation of peptidyl-cysteine S-nitrosylation
GO:1902098	calcitriol binding
GO:1902099	regulation of metaphase/anaphase transition of cell cycle
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle
GO:1902101	positive regulation of metaphase/anaphase transition of cell cycle
GO:1902105	regulation of leukocyte differentiation
GO:1902106	negative regulation of leukocyte differentiation
GO:1902107	positive regulation of leukocyte differentiation
GO:1902108	regulation of mitochondrial membrane permeability involved in apoptotic process
GO:1902110	positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:1902115	regulation of organelle assembly
GO:1902116	negative regulation of organelle assembly
GO:1902117	positive regulation of organelle assembly
GO:1902121	lithocholic acid binding
GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:1902166	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:1902170	cellular response to reactive nitrogen species
GO:1902172	regulation of keratinocyte apoptotic process
GO:1902174	positive regulation of keratinocyte apoptotic process
GO:1902175	regulation of intrinsic apoptotic signaling pathway in response to oxidative stress
GO:1902176	negative regulation of intrinsic apoptotic signaling pathway in response to oxidative stress
GO:1902177	positive regulation of intrinsic apoptotic signaling pathway in response to oxidative stress
GO:1902202	regulation of hepatocyte growth factor receptor signaling pathway
GO:1902205	regulation of interleukin-2-mediated signaling pathway
GO:1902206	negative regulation of interleukin-2-mediated signaling pathway
GO:1902211	regulation of prolactin signaling pathway
